run_id,exp_id,method,llm_version,provider,seed,instance_id,udi,machine_failure,active_modes,latency_s,prompt_tokens,completion_tokens,api_cost,ifr_flag,llm_error,timestamp,wall_time_s
B4_s0005_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0005,84,0,none,10.451,1470,1035,0.0,False,,2026-07-24T12:22:32,1683.1
B5_s0005_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0005,84,0,none,3.755,1547,287,0.0,False,,2026-07-24T12:22:36,1683.1
B6_s0005_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0005,84,0,none,5.328,807,508,0.0,False,,2026-07-24T12:22:42,1683.1
B7_s0005_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0005,84,0,none,27.152,1687,2799,0.0,False,,2026-07-24T12:23:09,1683.1
B8_s0005_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0005,84,0,none,2.698,683,239,0.0,False,,2026-07-24T12:23:12,1683.1
B1_s0006_s42,ai4i_deepseek,B1,local,deepseek,42,s0006,92,0,none,0.0,0,0,0.0,False,,2026-07-24T12:23:13,1683.1
B2_s0006_s42,ai4i_deepseek,B2,local,deepseek,42,s0006,92,0,none,0.0,0,0,0.0,False,,2026-07-24T12:23:13,1683.1
B3_s0006_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0006,92,0,none,6.839,526,586,0.0,False,,2026-07-24T12:23:19,1683.1
B4_s0006_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0006,92,0,none,5.373,1470,542,0.0,False,,2026-07-24T12:23:25,1683.1
B5_s0006_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0006,92,0,none,4.958,1547,313,0.0,False,,2026-07-24T12:23:30,1683.1
B6_s0006_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0006,92,0,none,8.38,807,486,0.0,False,,2026-07-24T12:23:39,1683.1
B7_s0006_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0006,92,0,none,39.627,1512,3869,0.0,False,,2026-07-24T12:24:19,1683.1
B8_s0006_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0006,92,0,none,2.476,683,227,0.0,False,,2026-07-24T12:24:22,1683.1
B1_s0007_s42,ai4i_deepseek,B1,local,deepseek,42,s0007,96,0,none,0.0,0,0,0.0,False,,2026-07-24T12:24:22,1683.1
B2_s0007_s42,ai4i_deepseek,B2,local,deepseek,42,s0007,96,0,none,0.0,0,0,0.0,False,,2026-07-24T12:24:22,1683.1
B3_s0007_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0007,96,0,none,6.311,527,569,0.0,False,,2026-07-24T12:24:29,1683.1
B4_s0007_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0007,96,0,none,4.315,1471,477,0.0,False,,2026-07-24T12:24:33,1683.1
B5_s0007_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0007,96,0,none,4.144,1548,270,0.0,False,,2026-07-24T12:24:38,1683.1
B6_s0007_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0007,96,0,none,6.432,808,621,0.0,False,,2026-07-24T12:24:45,1683.1
B7_s0007_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0007,96,0,none,23.127,1611,2325,0.0,False,,2026-07-24T12:25:08,1683.1
B8_s0007_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0007,96,0,none,4.578,684,451,0.0,False,,2026-07-24T12:25:13,1683.1
B1_s0008_s42,ai4i_deepseek,B1,local,deepseek,42,s0008,100,0,none,0.0,0,0,0.0,False,,2026-07-24T12:25:13,1683.1
B2_s0008_s42,ai4i_deepseek,B2,local,deepseek,42,s0008,100,0,none,0.0,0,0,0.0,False,,2026-07-24T12:25:13,1683.1
B3_s0008_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0008,100,0,none,4.88,527,404,0.0,False,,2026-07-24T12:25:18,1683.1
B4_s0008_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0008,100,0,none,3.848,1471,368,0.0,False,,2026-07-24T12:25:22,1683.1
B5_s0008_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0008,100,0,none,4.744,1542,301,0.0,False,,2026-07-24T12:25:28,1683.1
B6_s0008_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0008,100,0,none,6.354,808,640,0.0,False,,2026-07-24T12:25:34,1683.1
B7_s0008_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0008,100,0,none,27.589,1536,2849,0.0,False,,2026-07-24T12:26:02,1683.1
B8_s0008_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0008,100,0,none,3.228,684,264,0.0,False,,2026-07-24T12:26:06,1683.1
B1_s0009_s42,ai4i_deepseek,B1,local,deepseek,42,s0009,110,0,none,0.0,0,0,0.0,False,,2026-07-24T12:26:06,1683.1
B2_s0009_s42,ai4i_deepseek,B2,local,deepseek,42,s0009,110,0,none,0.0,0,0,0.0,False,,2026-07-24T12:26:06,1683.1
B3_s0009_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0009,110,0,none,8.113,527,718,0.0,False,,2026-07-24T12:26:14,1683.1
B4_s0009_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0009,110,0,none,5.685,1471,626,0.0,False,,2026-07-24T12:26:20,1683.1
B5_s0009_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0009,110,0,none,4.622,1541,313,0.0,False,,2026-07-24T12:26:25,1683.1
B6_s0009_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0009,110,0,none,5.958,808,563,0.0,False,,2026-07-24T12:26:31,1683.1
B7_s0009_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0009,110,0,none,29.521,1721,2801,0.0,False,,2026-07-24T12:27:01,1683.1
B8_s0009_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0009,110,0,none,5.179,684,460,0.0,False,,2026-07-24T12:27:07,1683.1
B1_s0010_s42,ai4i_deepseek,B1,local,deepseek,42,s0010,111,0,none,0.0,0,0,0.0,False,,2026-07-24T12:27:07,1683.1
B2_s0010_s42,ai4i_deepseek,B2,local,deepseek,42,s0010,111,0,none,0.0,0,0,0.0,False,,2026-07-24T12:27:07,1683.1
B3_s0010_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0010,111,0,none,6.601,527,600,0.0,False,,2026-07-24T12:27:14,1683.1
B4_s0010_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0010,111,0,none,7.348,1471,728,0.0,False,,2026-07-24T12:27:21,1683.1
B5_s0010_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0010,111,0,none,4.526,1541,301,0.0,False,,2026-07-24T12:27:26,1683.1
B6_s0010_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0010,111,0,none,7.764,808,772,0.0,False,,2026-07-24T12:27:34,1683.1
B7_s0010_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0010,111,0,none,23.531,1577,2619,0.0,False,,2026-07-24T12:27:58,1683.1
B8_s0010_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0010,111,0,none,2.624,684,240,0.0,False,,2026-07-24T12:28:01,1683.1
B1_s0011_s42,ai4i_deepseek,B1,local,deepseek,42,s0011,123,0,none,0.0,0,0,0.0,False,,2026-07-24T12:28:02,1683.1
B2_s0011_s42,ai4i_deepseek,B2,local,deepseek,42,s0011,123,0,none,0.0,0,0,0.0,False,,2026-07-24T12:28:02,1683.1
B3_s0011_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0011,123,0,none,13.667,527,1111,0.0,False,,2026-07-24T12:28:15,1683.1
B4_s0011_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0011,123,0,none,5.41,1471,533,0.0,False,,2026-07-24T12:28:21,1683.1
B5_s0011_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0011,123,0,none,4.408,1545,296,0.0,False,,2026-07-24T12:28:26,1683.1
B6_s0011_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0011,123,0,none,8.669,808,806,0.0,False,,2026-07-24T12:28:35,1683.1
B7_s0011_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0011,123,0,none,43.974,1597,3673,0.0,False,,2026-07-24T12:29:19,1683.1
B8_s0011_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0011,123,0,none,3.366,684,277,0.0,False,,2026-07-24T12:29:23,1683.1
B1_s0012_s42,ai4i_deepseek,B1,local,deepseek,42,s0012,264,0,none,0.0,0,0,0.0,False,,2026-07-24T12:29:23,1683.1
B2_s0012_s42,ai4i_deepseek,B2,local,deepseek,42,s0012,264,0,none,0.0,0,0,0.0,False,,2026-07-24T12:29:23,1683.1
B3_s0012_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0012,264,0,none,7.221,526,698,0.0,False,,2026-07-24T12:29:30,1683.1
B4_s0012_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0012,264,0,none,3.594,1470,385,0.0,False,,2026-07-24T12:29:34,1683.1
B5_s0012_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0012,264,0,none,3.534,1547,282,0.0,False,,2026-07-24T12:29:38,1683.1
B6_s0012_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0012,264,0,none,5.048,807,488,0.0,False,,2026-07-24T12:29:44,1683.1
B7_s0012_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0012,264,0,none,12.309,1474,1146,0.0,False,,2026-07-24T12:29:56,1683.1
B8_s0012_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0012,264,0,none,4.519,683,430,0.0,False,,2026-07-24T12:30:01,1683.1
B1_s0013_s42,ai4i_deepseek,B1,local,deepseek,42,s0013,272,0,none,0.0,0,0,0.0,False,,2026-07-24T12:30:01,1683.1
B2_s0013_s42,ai4i_deepseek,B2,local,deepseek,42,s0013,272,0,none,0.0,0,0,0.0,False,,2026-07-24T12:30:01,1683.1
B3_s0013_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0013,272,0,none,6.675,527,586,0.0,False,,2026-07-24T12:30:08,1683.1
B4_s0013_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0013,272,0,none,5.507,1471,559,0.0,False,,2026-07-24T12:30:14,1683.1
B5_s0013_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0013,272,0,none,4.431,1541,326,0.0,False,,2026-07-24T12:30:19,1683.1
B6_s0013_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0013,272,0,none,12.45,808,1048,0.0,False,,2026-07-24T12:30:32,1683.1
B7_s0013_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0013,272,0,none,20.125,1657,1839,0.0,False,,2026-07-24T12:30:52,1683.1
B8_s0013_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0013,272,0,none,3.471,684,296,0.0,False,,2026-07-24T12:30:56,1683.1
B1_s0014_s42,ai4i_deepseek,B1,local,deepseek,42,s0014,317,0,none,0.0,0,0,0.0,False,,2026-07-24T12:30:56,1683.1
B2_s0014_s42,ai4i_deepseek,B2,local,deepseek,42,s0014,317,0,none,0.0,0,0,0.0,False,,2026-07-24T12:30:56,1683.1
B3_s0014_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0014,317,0,none,10.132,527,875,0.0,False,,2026-07-24T12:31:06,1683.1
B4_s0014_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0014,317,0,none,6.593,1471,656,0.0,False,,2026-07-24T12:31:13,1683.1
B5_s0014_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0014,317,0,none,4.647,1541,268,0.0,False,,2026-07-24T12:31:18,1683.1
B6_s0014_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0014,317,0,none,5.714,808,523,0.0,False,,2026-07-24T12:31:24,1683.1
B7_s0014_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0014,317,0,none,28.378,1480,2587,0.0,False,,2026-07-24T12:31:53,1683.1
B8_s0014_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0014,317,0,none,2.941,684,241,0.0,False,,2026-07-24T12:31:57,1683.1
B1_s0015_s42,ai4i_deepseek,B1,local,deepseek,42,s0015,324,0,none,0.0,0,0,0.0,False,,2026-07-24T12:31:57,1683.1
B2_s0015_s42,ai4i_deepseek,B2,local,deepseek,42,s0015,324,0,none,0.0,0,0,0.0,False,,2026-07-24T12:31:57,1683.1
B3_s0015_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0015,324,0,none,11.46,527,931,0.0,False,,2026-07-24T12:32:08,1683.1
B4_s0015_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0015,324,0,none,8.358,1471,643,0.0,False,,2026-07-24T12:32:17,1683.1
B5_s0015_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0015,324,0,none,4.432,1541,295,0.0,False,,2026-07-24T12:32:22,1683.1
B6_s0015_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0015,324,0,none,11.482,808,984,0.0,False,,2026-07-24T12:32:34,1683.1
B7_s0015_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0015,324,0,none,15.38,1514,1391,0.0,False,,2026-07-24T12:32:49,1683.1
B8_s0015_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0015,324,0,none,4.34,684,383,0.0,False,,2026-07-24T12:32:54,1683.1
B1_s0016_s42,ai4i_deepseek,B1,local,deepseek,42,s0016,335,0,none,0.0,0,0,0.0,False,,2026-07-24T12:32:54,1683.1
B2_s0016_s42,ai4i_deepseek,B2,local,deepseek,42,s0016,335,0,none,0.0,0,0,0.0,False,,2026-07-24T12:32:54,1683.1
B3_s0016_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0016,335,0,none,5.662,526,487,0.0,False,,2026-07-24T12:33:00,1683.1
B4_s0016_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0016,335,0,none,6.738,1470,669,0.0,False,,2026-07-24T12:33:07,1683.1
B5_s0016_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0016,335,0,none,4.453,1547,292,0.0,False,,2026-07-24T12:33:12,1683.1
B6_s0016_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0016,335,0,none,5.635,807,476,0.0,False,,2026-07-24T12:33:18,1683.1
B7_s0016_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0016,335,0,none,29.704,1490,2721,0.0,False,,2026-07-24T12:33:48,1683.1
B8_s0016_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0016,335,0,none,3.874,683,333,0.0,False,,2026-07-24T12:33:52,1683.1
B1_s0017_s42,ai4i_deepseek,B1,local,deepseek,42,s0017,374,0,none,0.0,0,0,0.0,False,,2026-07-24T12:33:53,1683.1
B2_s0017_s42,ai4i_deepseek,B2,local,deepseek,42,s0017,374,0,none,0.0,0,0,0.0,False,,2026-07-24T12:33:53,1683.1
B3_s0017_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0017,374,0,none,7.166,527,593,0.0,False,,2026-07-24T12:34:00,1683.1
B4_s0017_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0017,374,0,none,6.133,1471,638,0.0,False,,2026-07-24T12:34:06,1683.1
B5_s0017_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0017,374,0,none,4.925,1546,354,0.0,False,,2026-07-24T12:34:12,1683.1
B6_s0017_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0017,374,0,none,5.666,808,500,0.0,False,,2026-07-24T12:34:18,1683.1
B7_s0017_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0017,374,0,none,25.876,1498,2464,0.0,False,,2026-07-24T12:34:44,1683.1
B8_s0017_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0017,374,0,none,3.34,684,259,0.0,False,,2026-07-24T12:34:48,1683.1
B1_s0018_s42,ai4i_deepseek,B1,local,deepseek,42,s0018,431,0,none,0.0,0,0,0.0,False,,2026-07-24T12:34:48,1683.1
B2_s0018_s42,ai4i_deepseek,B2,local,deepseek,42,s0018,431,0,none,0.0,0,0,0.0,False,,2026-07-24T12:34:48,1683.1
B3_s0018_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0018,431,0,none,5.669,527,481,0.0,False,,2026-07-24T12:34:54,1683.1
B4_s0018_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0018,431,0,none,3.451,1471,342,0.0,False,,2026-07-24T12:34:57,1683.1
B5_s0018_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0018,431,0,none,4.59,1546,295,0.0,False,,2026-07-24T12:35:02,1683.1
B6_s0018_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0018,431,0,none,4.565,808,404,0.0,False,,2026-07-24T12:35:07,1683.1
B7_s0018_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0018,431,0,none,47.706,1461,4645,0.0,False,,2026-07-24T12:35:55,1683.1
B8_s0018_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0018,431,0,none,3.268,684,265,0.0,False,,2026-07-24T12:35:59,1683.1
B1_s0038_s42,ai4i_deepseek,B1,local,deepseek,42,s0038,1088,1,TWF,0.0,0,0,0.0,False,,2026-07-24T12:35:59,1683.1
B2_s0038_s42,ai4i_deepseek,B2,local,deepseek,42,s0038,1088,1,TWF,0.0,0,0,0.0,False,,2026-07-24T12:35:59,1683.1
B3_s0038_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0038,1088,1,TWF,6.538,528,616,0.0,False,,2026-07-24T12:36:06,1683.1
B4_s0038_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0038,1088,1,TWF,10.846,1472,1027,0.0,False,,2026-07-24T12:36:17,1683.1
B5_s0038_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0038,1088,1,TWF,3.86,1567,256,0.0,False,,2026-07-24T12:36:21,1683.1
B6_s0038_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0038,1088,1,TWF,5.11,809,475,0.0,False,,2026-07-24T12:36:27,1683.1
B7_s0038_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0038,1088,1,TWF,13.823,1412,1414,0.0,False,,2026-07-24T12:36:41,1683.1
B8_s0038_s42,ai4i_deepseek,B8,deepseek-v4-flash,deepseek,42,s0038,1088,1,TWF,3.301,704,264,0.0,False,,2026-07-24T12:36:45,1683.1
B1_s0053_s42,ai4i_deepseek,B1,local,deepseek,42,s0053,1510,1,TWF,0.0,0,0,0.0,False,,2026-07-24T12:36:45,1683.1
B2_s0053_s42,ai4i_deepseek,B2,local,deepseek,42,s0053,1510,1,TWF,0.0,0,0,0.0,False,,2026-07-24T12:36:45,1683.1
B3_s0053_s42,ai4i_deepseek,B3,deepseek-v4-flash,deepseek,42,s0053,1510,1,TWF,4.142,528,349,0.0,False,,2026-07-24T12:36:49,1683.1
B4_s0053_s42,ai4i_deepseek,B4,deepseek-v4-flash,deepseek,42,s0053,1510,1,TWF,7.939,1472,699,0.0,False,,2026-07-24T12:36:57,1683.1
B5_s0053_s42,ai4i_deepseek,B5,deepseek-v4-flash,deepseek,42,s0053,1510,1,TWF,4.087,1563,237,0.0,False,,2026-07-24T12:37:02,1683.1
B6_s0053_s42,ai4i_deepseek,B6,deepseek-v4-flash,deepseek,42,s0053,1510,1,TWF,5.393,809,487,0.0,False,,2026-07-24T12:37:08,1683.1
B7_s0053_s42,ai4i_deepseek,B7,deepseek-v4-flash,deepseek,42,s0053,1510,1,TWF,18.56,1578,1898,0.0,False,,2026-07-24T12:37:27,1683.1
